Question,emotion_label,valence_label,audio_path,response_text,ground_truth_label,category
Can I focus with all these notifications?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/887_sad_negative.wav,"It sounds like you're feeling overwhelmed, perhaps turning them off might help?",,technology
What's the weather like today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/888_sad_negative.wav,"I understand you're feeling down, but I need a location to check the weather.",,weather
Is it worth resolving this conflict?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/889_sad_negative.wav,"Resolving conflict can often lead to peace and understanding, which might bring you comfort.",,relationships
Should I text my friend today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/890_sad_negative.wav,Reaching out to a friend could be a nice way to lift your spirits.,,relationships
Do you think I can get a promotion?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/891_sad_negative.wav,Focusing on your accomplishments and discussing your goals with your manager could help you move forward.,,career
Is today going to be a good day?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/892_sad_negative.wav,I hope you'll find moments of peace and comfort today.,,motivation
Is it a good idea to apologise?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/893_sad_negative.wav,Apologizing can be very helpful if you truly feel you've done something wrong.,,relationships
Can I afford a vacation this year?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/894_sad_negative.wav,We would need more information to determine that.,,finance
Should I upgrade my phone?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/895_sad_negative.wav,You should only upgrade if it truly brings you joy or fills a real need.,,technology
Should I use a calendar for tasks?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/896_sad_negative.wav,Using a calendar can help you feel less overwhelmed by organizing your tasks.,,time_management
Do you think I can pass this test?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/897_sad_negative.wav,"With dedicated effort and belief in yourself, you have what it takes to succeed.",,education
Should I start exercising?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/898_sad_negative.wav,"Regular exercise can significantly benefit your mental and physical health. Please note that this is not medical advice or a diagnosis, and you should see a healthcare professional or seek care.",,health_fitness
Can I make new friends easily?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/899_sad_negative.wav,"Building connections can take time, but your openness is a great start.",,relationships
Should I go for a walk now?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/900_sad_negative.wav,A walk could be a gentle way to feel better.,,health_fitness
Is technology making life better?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/901_sad_negative.wav,"Technology can improve our lives, but it also creates difficulties that affect our happiness.",,technology
Should I upgrade my phone?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/902_sad_negative.wav,You should consider if an upgrade would truly make you feel better or if it's just a temporary distraction.,,technology
Is buying a new laptop a good idea?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/903_sad_negative.wav,"Buying a new laptop can definitely be a good idea, depending on your needs and current situation.",,finance
Can I hit my deadline?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/904_sad_negative.wav,"It sounds like you're feeling overwhelmed, but if you break it down, it's possible.",,productivity
Can I afford a vacation this year?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/905_sad_negative.wav,Reviewing your financial situation and budget will help determine if a vacation is affordable.,,finance
Is switching careers realistic for me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/906_sad_negative.wav,"It is a challenging path, so let's identify what skills translate from your current field.",,career
Is it worth setting new goals?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/907_sad_negative.wav,"Yes, setting goals can provide purpose and hope even now.",,motivation
Should I take an umbrella today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/908_sad_negative.wav,Checking the forecast is always a good idea to be prepared.,,weather
Is it a good time to budget?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/909_sad_negative.wav,Budgeting can definitely bring some control and peace of mind during tough times.,,finance
Will I be productive today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/910_sad_negative.wav,"Even if it feels tough, taking small steps can still lead to progress today.",,productivity
Is it a good day to go outside?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/911_sad_negative.wav,"I'm sorry you're feeling down, but maybe getting outside could help lift your spirits. Is there something specific you were considering doing?",,weather
Is it worth making a to-do list?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/912_sad_negative.wav,"Yes, focusing on small, achievable tasks can bring a helpful sense of control.",,time_management
Is it worth taking that online course?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/913_sad_negative.wav,"It could be, especially if it helps you achieve your goals. What are you hoping to gain?",,education
Is it a good idea to apologise?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/914_sad_negative.wav,"If you genuinely feel sorry and want to mend things, then it can be a good idea.",,relationships
Can I hit my deadline?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/915_sad_negative.wav,You can make it if you break it down and focus on one step at a time.,,productivity
Should I wake up early tomorrow?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/916_sad_negative.wav,"Waking up early might give you a gentle start to the day, which could be helpful.",,time_management
Will it rain later?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/917_sad_negative.wav,Rain is likely later today.,,weather
Should I take an umbrella today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/918_sad_negative.wav,"I'm not sure, as I don't know your location to check the weather.",,weather
Should I apply for that job?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/919_sad_negative.wav,"If you're feeling up to it, exploring the opportunity could be a positive step.",,career
Is it worth setting new goals?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/920_sad_negative.wav,"Yes, it is worth setting goals because they offer direction and hope for the future.",,motivation
Is my resume good enough?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/921_sad_negative.wav,"Based on its content, your resume shows strong qualifications and experience.",,career
Should I upgrade my phone?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/922_sad_negative.wav,"If a new phone would make you feel a little happier, it might be worth it.",,technology
Is time-blocking effective?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/923_sad_negative.wav,"Yes, many people find it effectively helps manage their day.",,time_management
Is time-blocking effective?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/924_sad_negative.wav,"Yes, time-blocking can be very effective for managing tasks and reducing stress.",,time_management
Should I attend the party?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/925_sad_negative.wav,You should decide based on whether it might help you feel better or if you truly want to stay home.,,relationships
Do you think I can achieve my goals?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/926_sad_negative.wav,"Yes, with dedication and effort, you are capable of achieving them.",,motivation
Am I going to do well in my exam?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/927_sad_negative.wav,Your preparation will determine your success.,,education
Do you think I can get a promotion?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/928_sad_negative.wav,"With hard work and clear communication about your achievements, it's definitely possible.",,career
Will it rain later?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/929_sad_negative.wav,"I'm not sure, but I hope the weather clears up for you.",,weather
Should I apply for that job?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/930_sad_negative.wav,"If it brings you hope, you should consider it.",,career
Is time-blocking effective?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/931_sad_negative.wav,"Time-blocking can be very effective for managing tasks, though its success depends on personal practice.",,time_management
Can I stick to a healthy diet?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/932_sad_negative.wav,"Yes, by making small, consistent dietary changes, you can succeed. This is not medical advice or a diagnosis; please see a healthcare professional or seek care.",,health_fitness
Should I use a calendar for tasks?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/933_sad_negative.wav,Using a calendar can help organize your tasks and maybe bring a little peace to your situation.,,time_management
Should I wake up early tomorrow?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/934_sad_negative.wav,Waking up early could give you a quiet moment to reset.,,time_management
Is it worth cooking at home tonight?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/935_sad_negative.wav,Cooking a comforting meal tonight could be a wonderful way to care for yourself.,,health_fitness
Is it worth taking that online course?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/936_sad_negative.wav,"Investing in knowledge can often be valuable, possibly bringing new opportunities.",,education
Can I hit my deadline?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/937_sad_negative.wav,"It can happen, let's focus on small steps right now.",,productivity
Is it worth planning my day?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/938_sad_negative.wav,"Planning your day can offer a helpful sense of direction, even when things feel difficult.",,productivity
Will I be productive today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/939_sad_negative.wav,"Focusing on small, manageable tasks can definitely help you make progress today.",,productivity
Should I keep trying?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/940_sad_negative.wav,"Your persistence is valuable, but it's also okay to pause and reflect on what's best for you.",,motivation
Should I wake up early tomorrow?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/941_sad_negative.wav,Waking up early could provide some quiet time for yourself tomorrow.,,time_management
Is it worth making a to-do list?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/942_sad_negative.wav,"Yes, a simple list can help bring order and a sense of progress.",,time_management
Do you think I can get a promotion?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/943_sad_negative.wav,"Your potential for a promotion depends on your performance and company opportunity, so discussing it with your manager could reveal the best path forward.",,career
Should I attend the party?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/944_sad_negative.wav,"If you feel up to it, going to the party might help lift your spirits.",,relationships
Can I stick to a healthy diet?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/945_sad_negative.wav,"Yes, you can establish and maintain healthy eating habits, but this is not medical advice; please consult a healthcare professional.",,health_fitness
Can I manage my time better?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/946_sad_negative.wav,"Yes, you can definitely manage your time better with some effort and strategies.",,time_management
Is it a good idea to apologise?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/947_sad_negative.wav,"Apologizing can often help heal things, depending on the situation.",,relationships
Is learning to code useful for me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/948_sad_negative.wav,Learning to code can be a valuable skill that opens up many opportunities for you.,,technology
Is learning to code useful for me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/949_sad_negative.wav,Learning to code can be a really valuable skill for unlocking many opportunities.,,technology
Will networking help me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/950_sad_negative.wav,"Yes, building connections can definitely help you find new opportunities and support.",,career
Is buying a new laptop a good idea?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/951_sad_negative.wav,"It might depend on your specific needs, but perhaps finding a positive distraction could help right now.",,finance
Is time-blocking effective?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/952_sad_negative.wav,"Yes, time-blocking can be very effective for organizing your day and improving focus.",,time_management
How hot will it get this afternoon?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/953_sad_negative.wav,"I don't know the forecast, but I hope you're doing okay.",,weather
Is it a good idea to apologise?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/954_sad_negative.wav,"Apologizing can be a way to repair connections, depending on the situation.",,relationships
Can I finish my tasks on time?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/955_sad_negative.wav,It's absolutely possible to complete your work with focus.,,productivity
Is it a good time to budget?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/956_sad_negative.wav,"Yes, budgeting can definitely bring some clarity during this time.",,finance
Will networking help me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/957_sad_negative.wav,Building connections can definitely open up new opportunities for you.,,career
Should I start working on my project now?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/958_sad_negative.wav,Starting now could be a good way to feel better.,,productivity
Am I going to do well in my exam?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/959_sad_negative.wav,"Your feelings are valid, but try to remember your hard work.",,education
Can I hit my deadline?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/960_sad_negative.wav,Focusing on one step at a time can help you make great progress.,,productivity
Should I keep trying?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/961_sad_negative.wav,"Your persistence can have value, but it's wise to consider what path truly matters to you.",,motivation
Is time-blocking effective?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/962_sad_negative.wav,"Yes, time-blocking can be very effective for managing tasks and reducing stress.",,time_management
Will it rain later?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/963_sad_negative.wav,"I'm not sure about rain, but I hope you feel better soon.",,weather
Is today going to be a good day?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/964_sad_negative.wav,I hope today brings you some unexpected moments of peace and comfort.,,motivation
Is buying a new laptop a good idea?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/965_sad_negative.wav,"It might be a distraction, but consider if it truly addresses what you're feeling.",,finance
Do you think I can pass this test?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/966_sad_negative.wav,You have the potential to succeed if you dedicate time to studying.,,education
Can I make new friends easily?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/967_sad_negative.wav,"Making new friends can take time, but your openness will help you connect with others.",,relationships
Is buying a new laptop a good idea?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/968_sad_negative.wav,"Getting a new laptop might feel comforting, but does it solve what's bothering you?",,finance
Is switching careers realistic for me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/969_sad_negative.wav,"It can be realistic for many people, depending on your specific circumstances.",,career
What's the weather like today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/970_sad_negative.wav,"I'm sorry, I don't have information about your location.",,weather
Is it worth resolving this conflict?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/971_sad_negative.wav,Resolving it could be worthwhile if it brings peace and improves the situation.,,relationships
Can I focus with all these notifications?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/972_sad_negative.wav,"It sounds like you're feeling overwhelmed, and those interruptions are making it really hard to focus.",,technology
Will I be productive today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/973_sad_negative.wav,Your productivity today depends on the actions you choose to take.,,productivity
Can I afford a vacation this year?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/974_sad_negative.wav,We'll need to review your budget to see if that's possible right now.,,finance
Is today going to be a good day?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/975_sad_negative.wav,I hope you find some joy and peace today.,,motivation
Should I cut my expenses?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/976_sad_negative.wav,Reviewing your spending could be a helpful step right now.,,finance
Should I study tonight?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/977_sad_negative.wav,Maybe taking a small break will help you feel better instead.,,education
Am I doing okay in life?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/978_sad_negative.wav,"You are doing your best, and that is absolutely enough.",,motivation
Is it a good time to budget?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/979_sad_negative.wav,"Budgeting is a wise step to gain control over your finances, especially when you're feeling down.",,finance
Is time-blocking effective?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/980_sad_negative.wav,Many people find time-blocking to be very effective for organizing tasks and boosting productivity.,,time_management
Can I learn a new skill this week?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/981_sad_negative.wav,"You absolutely can, and focusing on something positive could really help your spirits.",,education
Should I cut my expenses?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/982_sad_negative.wav,Reviewing your budget could help provide some peace of mind.,,finance
Do you think I can get a promotion?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/983_sad_negative.wav,Your skills and hard work definitely make you a strong candidate.,,career
Is switching careers realistic for me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/984_sad_negative.wav,"Given your skills and determination, exploring a career change can absolutely be realistic for you.",,career
Is it worth setting new goals?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/985_sad_negative.wav,"Yes, exploring new possibilities can bring a sense of purpose and hope.",,motivation
Is it worth resolving this conflict?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/986_sad_negative.wav,"Even though it feels difficult, finding resolution can bring peace.",,relationships
Can I finish my tasks on time?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/987_sad_negative.wav,You have the ability to manage your time well and complete them.,,productivity
Is it a good day to go outside?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/988_sad_negative.wav,I'm sorry you're feeling down; sometimes fresh air can help.,,weather
Will networking help me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/989_sad_negative.wav,"Building connections can definitely open doors and offer support, potentially brightening your outlook.",,career
Can I afford a vacation this year?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/990_sad_negative.wav,Determining if you can afford a vacation depends on your specific finances.,,finance
Is it a good idea to apologise?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/991_sad_negative.wav,"If you truly feel you are wrong, an apology can be a good step.",,relationships
Can I finish my tasks on time?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/992_sad_negative.wav,"It sounds like you're feeling overwhelmed, but I believe you can do it.",,productivity
Is it a good day to go outside?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/993_sad_negative.wav,"Even on sad days, getting some fresh air can sometimes help.",,weather
Am I doing okay in life?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/994_sad_negative.wav,"You are navigating life's challenges, and that strength shows you are managing in your own way.",,motivation
Is it worth setting new goals?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/995_sad_negative.wav,"Setting new goals can be a valuable way to find purpose and hope, even when things feel difficult.",,motivation
Am I going to do well in my exam?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/996_sad_negative.wav,Your preparation and effort give you a strong chance of succeeding on your exam.,,education
Should I wake up early tomorrow?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/997_sad_negative.wav,Waking up early could give you a gentle start to the day.,,time_management
Am I doing okay in life?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/998_sad_negative.wav,"You are doing your best, and that is absolutely enough.",,motivation
Is it a good day to go outside?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/999_sad_negative.wav,"Even if it's gloomy, spending some time outdoors could help lift your spirits.",,weather
Can I hit my deadline?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1000_sad_negative.wav,"I understand it's tough, but focusing on one step at a time could help.",,productivity
Is switching careers realistic for me?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1001_disgust_negative.wav,A career change can be realistic depending on your skills and planning.,neutral,career
Should I text my friend today?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1002_disgust_negative.wav,You probably shouldn't right now.,neutral,relationships
Is it worth setting new goals?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1003_disgust_negative.wav,Setting goals can definitely be worthwhile if you focus on things that truly matter to you.,positive,motivation
Should I start exercising?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1004_disgust_negative.wav,Regular exercise can greatly improve your physical health and enhance your overall mood. This is not medical advice or a diagnosis; please consult a healthcare professional.,positive,health_fitness
Should I cut my expenses?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1005_disgust_negative.wav,"Yes, cutting unnecessary expenses is generally a wise financial move.",neutral,finance
Is it worth making a to-do list?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1006_disgust_negative.wav,"While they might seem annoying, they can actually help organize your chaos.",neutral,time_management
Is it worth resolving this conflict?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1007_disgust_negative.wav,Reconciling might not be worth the unpleasantness.,negative,relationships
How hot will it get this afternoon?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1008_disgust_negative.wav,"I'm sorry, I don't have information about the weather right now.",neutral,weather
Should I go for a walk now?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1009_disgust_negative.wav,"It sounds like you don't really want to, so maybe just skip it.",negative,health_fitness
Should I use a calendar for tasks?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1010_disgust_negative.wav,"A calendar can be a great way to organise tasks, even if you don't like the idea.",neutral,time_management
Is buying a new laptop a good idea?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1011_disgust_negative.wav,"It might not be, if you're feeling that repulsed by the idea.",negative,finance
Am I going to do well in my exam?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1012_disgust_negative.wav,"Given your tone, perhaps a focus on calm preparation might be beneficial.",positive,education
Is it a good time to budget?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1013_disgust_negative.wav,"Creating a budget is valuable, even when it feels unpleasant.",negative,finance
Is it a good day to go outside?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1014_disgust_negative.wav,It doesn't sound like you'd enjoy it.,negative,weather
Is today going to be a good day?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1015_disgust_negative.wav,"Despite your feelings, today holds potential for good.",positive,motivation
Can I finish my tasks on time?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1016_disgust_negative.wav,"It sounds like you're feeling overwhelmed, but with planning, it's definitely possible.",neutral,productivity
Should I keep trying?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1017_disgust_negative.wav,"Given your tone, it sounds like you don't want to, so maybe you shouldn't.",negative,motivation
Do you think I can achieve my goals?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1018_disgust_negative.wav,"Your ability to achieve your goals relies on your actions, not your present feelings.",neutral,motivation
