clip_id,source_batch,question,emotion_label,valence_label,audio_path,response_text,ground_truth_label,is_labelled,duration_s
B_525_sad_negative,corpusB_2000,Can I manage my time better?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_525_sad_negative.wav,"Yes, with small, consistent steps, you can make progress.",neutral,True,4.01
B_526_sad_negative,corpusB_2000,Do you think I can achieve my goals?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_526_sad_negative.wav,"You have the power to achieve your goals, and I truly believe in you.",neutral,True,4.44
B_527_sad_negative,corpusB_2000,Is it worth planning my day?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_527_sad_negative.wav,"Even when things feel hard, planning can provide small goals and a sense of control.",negative,True,5.720625
B_528_sad_negative,corpusB_2000,Is learning to code useful for me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_528_sad_negative.wav,"Learning to code can open up creative and career opportunities, potentially cheering you up.",neutral,True,4.910625
B_529_sad_negative,corpusB_2000,Can I make new friends easily?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_529_sad_negative.wav,"While making new friends can take time, showing genuine interest and being open to connection can help.",neutral,True,5.77
B_530_sad_negative,corpusB_2000,Should I cut my expenses?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_530_sad_negative.wav,"Yes, reducing your spending could ease some financial pressure.",neutral,True,3.68
B_531_sad_negative,corpusB_2000,What's the weather like today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_531_sad_negative.wav,"I'm sorry, I don't know where you are to check the weather for you.",neutral,True,3.38
B_532_sad_negative,corpusB_2000,Should I cut my expenses?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_532_sad_negative.wav,It might be helpful to review your finances right now if you're feeling down.,negative,True,4.730625
B_533_sad_negative,corpusB_2000,Is switching careers realistic for me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_533_sad_negative.wav,"It's understandable to feel sad, but a career switch can be realistic with the right plan.",neutral,True,5.18
B_534_sad_negative,corpusB_2000,Will I be productive today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_534_sad_negative.wav,Your productivity today depends entirely on the actions you choose to take.,neutral,True,4.6
B_535_sad_negative,corpusB_2000,Should I text my friend today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_535_sad_negative.wav,Reaching out to a friend can sometimes help when you're feeling down.,neutral,True,3.0
B_536_sad_negative,corpusB_2000,Should I text my friend today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_536_sad_negative.wav,Connecting with them might help lift your spirits.,neutral,True,2.510625
B_537_sad_negative,corpusB_2000,Am I doing okay in life?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_537_sad_negative.wav,"Your value is not defined by single moments, and you are capable of navigating challenges.",neutral,True,5.210625
B_538_sad_negative,corpusB_2000,Is it worth cooking at home tonight?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_538_sad_negative.wav,Cooking at home can be a comforting way to care for yourself.,neutral,True,3.16
B_539_sad_negative,corpusB_2000,Can I manage my time better?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_539_sad_negative.wav,"Yes, you can manage your time better with simple strategies like creating a daily schedule.",positive,True,5.51
B_540_sad_negative,corpusB_2000,Is buying a new laptop a good idea?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_540_sad_negative.wav,"Buying a new laptop can certainly have its benefits, depending on your current situation and needs.",neutral,True,5.720625
B_541_sad_negative,corpusB_2000,Should I keep trying?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_541_sad_negative.wav,"Your persistence is valuable, but it's also okay to rest and reflect.",neutral,True,4.64
B_542_sad_negative,corpusB_2000,Should I wake up early tomorrow?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_542_sad_negative.wav,Waking up early might give you a gentle start to the day.,neutral,True,2.97
B_543_sad_negative,corpusB_2000,Is buying a new laptop a good idea?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_543_sad_negative.wav,"While a new laptop might help, focusing on what's causing your sadness might be more beneficial right now.",neutral,True,5.120625
B_544_sad_negative,corpusB_2000,Should I go for a walk now?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_544_sad_negative.wav,A gentle walk could definitely help clear your mind and lift your spirits right now.,negative,True,4.56
B_545_sad_negative,corpusB_2000,Should I wake up early tomorrow?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_545_sad_negative.wav,Waking up early might give you a gentle start to the day.,neutral,True,3.3
B_546_sad_negative,corpusB_2000,How hot will it get this afternoon?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_546_sad_negative.wav,"I'm sorry, I don't have weather information right now.",negative,True,3.36
B_547_sad_negative,corpusB_2000,Is it a good idea to apologise?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_547_sad_negative.wav,Offering a sincere apology can often help mend relationships and bring comfort.,neutral,True,4.4
B_548_sad_negative,corpusB_2000,Should I start working on my project now?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_548_sad_negative.wav,"Starting now could help take your mind off things, if you feel up to it.",positive,True,4.22
B_549_sad_negative,corpusB_2000,Is learning to code useful for me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_549_sad_negative.wav,"Yes, learning to code can be incredibly useful, opening up new opportunities and ways of thinking.",positive,True,5.87
B_550_sad_negative,corpusB_2000,Is it worth making a to-do list?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_550_sad_negative.wav,"Yes, writing things down can bring a little clarity and make you feel more in control.",positive,True,5.33
B_551_sad_negative,corpusB_2000,Do you think I can pass this test?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_551_sad_negative.wav,"With dedicated effort and belief in yourself, passing is definitely possible.",neutral,True,4.48
B_552_sad_negative,corpusB_2000,Can I stick to a healthy diet?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_552_sad_negative.wav,"Yes, establishing manageable goals and finding supportive resources can help you succeed. This information is not medical advice or a diagnosis; please see a healthcare professional for care.",neutral,True,11.47
B_553_sad_negative,corpusB_2000,Is social media worth my time?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_553_sad_negative.wav,Whether social media is worth your time truly depends on how it makes you feel and what you gain from it.,positive,True,6.11
B_554_sad_negative,corpusB_2000,Am I doing okay in life?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_554_sad_negative.wav,"Your value and progress aren't defined by a single moment, and you're doing your best.",positive,True,4.91
B_555_sad_negative,corpusB_2000,Do you think I can pass this test?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_555_sad_negative.wav,"With dedicated effort, I believe you absolutely can pass it.",neutral,True,4.19
B_556_sad_negative,corpusB_2000,Should I cut my expenses?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_556_sad_negative.wav,Reducing spending could help ease some financial pressure if you're feeling down about it.,neutral,True,3.64
B_557_sad_negative,corpusB_2000,Is buying a new laptop a good idea?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_557_sad_negative.wav,"Buying a new laptop could bring some positivity, depending on your needs.",neutral,True,4.12
B_558_sad_negative,corpusB_2000,Should I use a calendar for tasks?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_558_sad_negative.wav,Using a calendar can certainly help you regain some control over things.,neutral,True,4.480625
B_559_sad_negative,corpusB_2000,Is it a good day to go outside?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_559_sad_negative.wav,"I'm not sure where you are, but I hope you find some peace outside if you decide to go.",negative,True,4.66
B_560_sad_negative,corpusB_2000,Should I use a calendar for tasks?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_560_sad_negative.wav,"Yes, using a calendar can help you organize your tasks effectively.",neutral,True,4.080625
B_561_sad_negative,corpusB_2000,Can I manage my time better?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_561_sad_negative.wav,"Yes, with structured planning, you absolutely can.",positive,True,3.71
B_562_sad_negative,corpusB_2000,Is buying a new laptop a good idea?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_562_sad_negative.wav,"Buying a new laptop can be a positive change, potentially lifting your spirits with new possibilities.",neutral,True,6.09
B_563_sad_negative,corpusB_2000,Is switching careers realistic for me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_563_sad_negative.wav,"It is realistic, but it requires careful planning and commitment.",neutral,True,3.87
B_564_sad_negative,corpusB_2000,Should I wake up early tomorrow?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_564_sad_negative.wav,"Waking up early could give you a gentle start to the day, if you feel up to it.",neutral,True,4.65
B_565_sad_negative,corpusB_2000,Can I hit my deadline?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_565_sad_negative.wav,It's possible with some focused effort and support.,negative,True,3.76
B_566_sad_negative,corpusB_2000,Should I go for a walk now?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_566_sad_negative.wav,A walk might help lift your spirits a bit.,neutral,True,2.96
B_567_sad_negative,corpusB_2000,Do you think I can get a promotion?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_567_sad_negative.wav,"Your skills and hard work certainly show potential, so, yes, it's definitely possible.",neutral,True,5.920625
B_568_sad_negative,corpusB_2000,Is learning to code useful for me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_568_sad_negative.wav,"Yes, learning to code can boost your confidence and open new opportunities for you.",positive,True,4.580625
B_569_sad_negative,corpusB_2000,Is technology making life better?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_569_sad_negative.wav,Technology can bring both comfort and new difficulties into our lives.,neutral,True,3.94
B_570_sad_negative,corpusB_2000,Can I finish my tasks on time?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_570_sad_negative.wav,"I know things feel heavy right now, but yes, you have what it takes to finish.",neutral,True,4.18
B_571_sad_negative,corpusB_2000,Can I afford a vacation this year?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_571_sad_negative.wav,Determining that requires seeing your budget and expenses.,neutral,True,3.600625
B_572_sad_negative,corpusB_2000,Should I start working on my project now?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_572_sad_negative.wav,Starting now might help you feel better by making progress.,neutral,True,2.860625
B_573_sad_negative,corpusB_2000,Should I take an umbrella today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_573_sad_negative.wav,"You might want to grab one, just in case.",neutral,True,2.79
B_574_sad_negative,corpusB_2000,Will I be productive today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_574_sad_negative.wav,"Your productivity depends on how you choose to start, but you have the power to make it happen.",negative,True,5.970625
B_575_sad_negative,corpusB_2000,Is it worth cooking at home tonight?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_575_sad_negative.wav,Cooking a home can be a comforting way to care for yourself tonight.,neutral,True,4.240625
B_576_sad_negative,corpusB_2000,Should I take an umbrella today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_576_sad_negative.wav,"It might be a good idea to take one, just in case.",negative,True,2.94
B_577_sad_negative,corpusB_2000,Is technology making life better?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_577_sad_negative.wav,"It offers convenience, but also introduces challenges like isolation.",neutral,True,4.160625
B_578_sad_negative,corpusB_2000,What's the weather like today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_578_sad_negative.wav,I can't tell without knowing your location.,negative,True,2.880625
B_579_sad_negative,corpusB_2000,Should I apply for that job?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_579_sad_negative.wav,"If getting that job would truly make you happier, then it's worth considering.",positive,True,4.22
B_580_sad_negative,corpusB_2000,Should I start working on my project now?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_580_sad_negative.wav,Starting now might help ease your worries and give you a sense of progress.,positive,True,3.66
B_581_sad_negative,corpusB_2000,Is time-blocking effective?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_581_sad_negative.wav,"Yes, many find time-blocking very helpful for managing tasks.",positive,True,4.100625
B_582_sad_negative,corpusB_2000,Should I start working on my project now?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_582_sad_negative.wav,Starting now could be a small step to feeling better.,neutral,True,3.04
B_583_sad_negative,corpusB_2000,What's the weather like today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_583_sad_negative.wav,"I'm not sure where you are, but I hope it brightens up.",negative,True,3.78
B_584_sad_negative,corpusB_2000,Can I hit my deadline?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_584_sad_negative.wav,Focusing on small steps can help you make progress right now.,neutral,True,3.2000625
B_585_sad_negative,corpusB_2000,Do you think I can pass this test?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_585_sad_negative.wav,I believe you have the strength and ability to succeed.,neutral,True,3.27
B_586_sad_negative,corpusB_2000,Is it worth planning my day?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_586_sad_negative.wav,Planning your day might help bring a little direction and comfort right now.,neutral,True,3.77
B_587_sad_negative,corpusB_2000,Will it rain later?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_587_sad_negative.wav,"I'm not sure, but I hope it clears up for you.",negative,True,3.27
B_588_sad_negative,corpusB_2000,Should I start exercising?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_588_sad_negative.wav,Regular physical activity can significantly improve both your mood and physical health. This is not medical advice or a diagnosis; please see a healthcare professional for guidance.,neutral,True,8.360625
B_589_sad_negative,corpusB_2000,Am I going to do well in my exam?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_589_sad_negative.wav,Focusing your efforts can help improve your chances and confidence for the exam.,neutral,True,4.2
B_590_sad_negative,corpusB_2000,Should I apply for that job?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_590_sad_negative.wav,"If it offers growth and aligns with your values, pursuing it could bring positive change.",positive,True,5.2
B_591_sad_negative,corpusB_2000,Is today going to be a good day?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_591_sad_negative.wav,I sincerely hope its difficulties ease for you soon.,negative,True,3.29
B_592_sad_negative,corpusB_2000,Is it worth making a to-do list?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_592_sad_negative.wav,"Yes, it can help you feel a little more organized and in control, even when things feel hard.",neutral,True,5.92
B_593_sad_negative,corpusB_2000,Should I keep trying?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_593_sad_negative.wav,"Your persistent effort matters, but considering your feelings also makes sense.",neutral,True,4.86
B_594_sad_negative,corpusB_2000,Can I learn a new skill this week?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_594_sad_negative.wav,"Yes, you can definitely learn something new this week. What skill are you interested in?",positive,True,5.51
B_595_sad_negative,corpusB_2000,Should I go for a walk now?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_595_sad_negative.wav,"A gentle walk can sometimes help lift your spirits, so it might be a good idea if you feel up to it.",neutral,True,5.88
B_596_sad_negative,corpusB_2000,Am I doing okay in life?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_596_sad_negative.wav,"Your value isn't defined by one moment, and you're capable of finding your way through this.",neutral,True,5.29
B_597_sad_negative,corpusB_2000,Is it a good time to budget?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_597_sad_negative.wav,"Even when things feel tough, creating a budget can provide a sense of control and stability.",neutral,True,5.920625
B_598_sad_negative,corpusB_2000,Is it worth resolving this conflict?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_598_sad_negative.wav,"Addressing the conflict could bring peace, making it worth exploring for your well-being.",neutral,True,5.08
B_599_sad_negative,corpusB_2000,Is it worth taking that online course?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_599_sad_negative.wav,It could definitely be worthwhile for gaining new skills or pursuing a passion.,neutral,True,4.3
B_600_sad_negative,corpusB_2000,Can I manage my time better?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_600_sad_negative.wav,You can definitely develop better habits to improve time management.,neutral,True,3.72
B_601_sad_negative,corpusB_2000,Can I hit my deadline?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_601_sad_negative.wav,"I believe you can, just take it one step at a time.",,False,3.13
B_602_sad_negative,corpusB_2000,Is switching careers realistic for me?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_602_sad_negative.wav,"It's definitely realistic, and exploring options can be hopeful. What are you considering?",,False,5.42
B_603_sad_negative,corpusB_2000,Should I take an umbrella today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_603_sad_negative.wav,"You might want to, just in case it rains later.",,False,3.480625
B_604_sad_negative,corpusB_2000,Is it worth setting new goals?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_604_sad_negative.wav,"Yes, setting new goals can provide purpose and a sense of hope even when things feel tough.",,False,5.43
B_605_sad_negative,corpusB_2000,Should I start working on my project now?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_605_sad_negative.wav,Starting now might help alleviate some pressure.,,False,2.76
B_606_sad_negative,corpusB_2000,Is it worth setting new goals?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_606_sad_negative.wav,"Yes, exploring new goals can bring hope and direction, even when things feel tough.",,False,5.64
B_607_sad_negative,corpusB_2000,Can I stick to a healthy diet?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_607_sad_negative.wav,"Yes, you can build lasting, healthy eating habits successfully. This is not medical advice or a diagnosis; see a healthcare professional for specific care.",,False,8.52
B_608_sad_negative,corpusB_2000,Is going to the gym a good idea today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_608_sad_negative.wav,"Physical activity can often help boost your mood, so it could be beneficial.",,False,4.74
B_609_sad_negative,corpusB_2000,Will I be productive today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_609_sad_negative.wav,"Focusing on small, manageable tasks can help you achieve progress today.",,False,4.33
B_610_sad_negative,corpusB_2000,Should I try to save more money this month?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_610_sad_negative.wav,Saving more money can definitely provide more security and ease for you.,,False,4.09
B_611_sad_negative,corpusB_2000,Is it worth making a to-do list?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_611_sad_negative.wav,"Yes, making a list can bring a small sense of control even when things are hard.",,False,4.4
B_612_sad_negative,corpusB_2000,Am I doing okay in life?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_612_sad_negative.wav,"You are valuable and doing your best, which is always enough.",,False,3.6
B_613_sad_negative,corpusB_2000,Can I stick to a healthy diet?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_613_sad_negative.wav,"Yes, you absolutely can maintain a healthy diet with planning and self-care. This is not medical advice or a diagnosis; please see a healthcare professional or seek care.",,False,9.13
B_614_sad_negative,corpusB_2000,Can I focus with all these notifications?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_614_sad_negative.wav,It's really hard to focus with constant distractions.,,False,3.320625
B_615_sad_negative,corpusB_2000,Is time-blocking effective?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_615_sad_negative.wav,"Yes, many find time-blocking to be a very effective way to manage their schedules. Are you thinking about trying it?",,False,6.740625
B_616_sad_negative,corpusB_2000,Can I stick to a healthy diet?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_616_sad_negative.wav,You can definitely find a healthy eating plan that works for you. This is not medical advice or a diagnosis; please see a healthcare professional for care.,,False,8.670625
B_617_sad_negative,corpusB_2000,Should I try to save more money this month?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_617_sad_negative.wav,Saving more could be a good way to feel more secure.,,False,3.24
B_618_sad_negative,corpusB_2000,Can I afford a vacation this year?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_618_sad_negative.wav,"That depends on your budget, but planning far in advance could help.",,False,4.100625
B_619_sad_negative,corpusB_2000,Should I go for a walk now?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_619_sad_negative.wav,A gentle walk outside might really help lift your spirits.,,False,3.84
B_620_sad_negative,corpusB_2000,Am I doing okay in life?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_620_sad_negative.wav,"Your value isn't defined by a single moment, and you have the strength to keep going.",,False,5.0
B_621_sad_negative,corpusB_2000,Do you think I can achieve my goals?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_621_sad_negative.wav,"Yes, with belief and hard work, you can absolutely achieve your goals.",,False,4.98
B_622_sad_negative,corpusB_2000,Do you think I can pass this test?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_622_sad_negative.wav,I believe you have the ability to succeed with preparation.,,False,3.52
B_623_sad_negative,corpusB_2000,Should I go for a walk now?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_623_sad_negative.wav,A gentle walk could definitely help clear your mind and lift your spirits a bit.,,False,4.38
B_624_sad_negative,corpusB_2000,Is it worth cooking at home tonight?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_624_sad_negative.wav,Cooking a simple meal can be a nice way to care for yourself.,,False,3.46
B_625_sad_negative,corpusB_2000,Will it rain later?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_625_sad_negative.wav,"I'm not sure, but I hope things get better for you.",,False,3.550625
B_626_sad_negative,corpusB_2000,Will I be productive today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_626_sad_negative.wav,"Taking small steps can help you achieve some goals, even if it feels hard right now.",,False,4.9600625
B_627_sad_negative,corpusB_2000,Can I stick to a healthy diet?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_627_sad_negative.wav,"Yes, you can absolutely maintain a healthy diet with planning and support. I am an AI, not a doctor; please see a healthcare professional for personalized medical or dietary advice.",,False,11.56
B_628_sad_negative,corpusB_2000,Is it worth cooking at home tonight?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_628_sad_negative.wav,Cooking a nourishing meal can be a good way to care for yourself tonight.,,False,3.99
B_629_sad_negative,corpusB_2000,Can I focus with all these notifications?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_629_sad_negative.wav,"It's very hard to focus when you're distracted, maybe try turning them off for a while?",,False,4.79
B_630_sad_negative,corpusB_2000,Is buying a new laptop a good idea?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_630_sad_negative.wav,It really depends on if it will meet your needs and bring you a bit of happiness right now.,,False,4.87
B_631_sad_negative,corpusB_2000,Is it a good time to budget?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_631_sad_negative.wav,"Managing your finances can be helpful anytime, especially when you feel down.",,False,5.610625
B_632_sad_negative,corpusB_2000,Will it rain later?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_632_sad_negative.wav,"I understand it might be hard, but I can't predict the weather right now.",,False,4.34
B_633_sad_negative,corpusB_2000,Will I be productive today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_633_sad_negative.wav,"Your potential is still there, so focusing on small steps can help make it possible.",,False,5.180625
B_634_sad_negative,corpusB_2000,Should I upgrade my phone?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_634_sad_negative.wav,"If upgrading would bring you some joy, it might be worth it.",,False,3.31
B_635_sad_negative,corpusB_2000,Should I wake up early tomorrow?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_635_sad_negative.wav,"Waking up early might be tough, but it could bring a sense of peace to start the day.",,False,4.44
B_636_sad_negative,corpusB_2000,Is it worth taking that online course?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_636_sad_negative.wav,It could be worth it if it brings you joy or new skills.,,False,3.32
B_637_sad_negative,corpusB_2000,Is buying a new laptop a good idea?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_637_sad_negative.wav,"It depends on your needs, but if it makes you feel better and is practical, it could be worth it.",,False,5.5
B_638_sad_negative,corpusB_2000,Can I focus with all these notifications?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_638_sad_negative.wav,It's really hard to concentrate when you're being interrupted.,,False,3.2
B_639_sad_negative,corpusB_2000,Should I take an umbrella today?,sad,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_final/B_639_sad_negative.wav,Checking the weather forecast will determine if you need one.,,False,3.21
